Participant,Session,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

 Simon is a big liar. Simon’s brother Jim knows this, he knows that Simon never tells the truth! Now yesterday Simon stole Jim’s ping-pong paddle, and Jim knows Simon has hidden it somewhere, though he can’t find it. He’s very cross. So he finds Simon and he says, “Where is my ping-pong paddle? You must have hidden it either in the cupboard or under your bed, because I’ve looked everywhere else. Where is it, in the cupboard or under your bed”? Simon tells him the paddle is under his bed. 
Why will Jim look in the cupboard for the paddle?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

 During the war, the Red army captures a member of the Blue army. They want him to tell them where his army’s tanks are; they know they are either by the sea or in the mountains. They know that the prisoner will not want to tell them, he will want to save his army, and so he will certainly lie to them. The prisoner is very brave and very clever, he will not let them find his tanks. The tanks are really in the mountains. Now when the other side asks him where his tanks are, he says, “They are in the mountains.” 
Why did the prisoner say that?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

 Brian is always hungry. Today at school it is his favourite meal—sausages and beans. He is a very greedy boy, and he would like to have more sausages than anybody else, even though his mother will have made him a lovely meal when he gets home! But everyone is allowed two sausages and no more. When it is Brian’s turn to be served, he says, “Oh, please can I have four sausages, because I won’t be having any dinner when I get home!” 
Why does Brian say this?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

 Jill wanted to buy a kitten, so she went to see Mrs. Smith, who had lots of kittens she didn’t want. Now Mrs. Smith loved the kittens, and she wouldn’t do anything to harm them, though she couldn’t keep them all herself. When Jill visited she wasn’t sure she wanted one of Mrs. Smith’s kittens, since they were all males and she had wanted a female. But Mrs. Smith said, “If no one buys the kittens I’ll just have to drown them!” 
Why did Mrs. Smith say that?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

 One day Aunt Jane came to visit Peter. Now Peter loves his aunt very much, but today she is wearing a new hat; a new hat which Peter thinks is very ugly indeed. Peter thinks his aunt looks silly in it, and much nicer in her old hat. But when Aunt Jane asks Peter, “How do you like my new hat?,” Peter says, “Oh, its very nice.” 
Why does he say that?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

 Helen waited all year for Christmas, because she knew at Christmas she could ask her parents for a rabbit. Helen wanted a rabbit more than anything in the world. At last Christmas Day arrived, and Helen ran to unwrap the big box her parents had given her. She felt sure it would contain a little rabbit in a cage. But when she opened it, with all the family standing round, she found her present was just a boring old set of encyclopedias, which Helen did not want at all! Still, when Helen’s parents asked her how she liked her Christmas present, she said, “It’s lovely, thank you. It’s just what I wanted.” 
Why did she say this?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

 Late one night old Mrs. Peabody is walking home. She doesn’t like walking home alone in the dark because she is always afraid that someone will attack her and rob her. She really is a very nervous person! Suddenly, out of the shadows comes a man. He wants to ask Mrs. Peabody what time it is, so he walks toward her. When Mrs. Peabody sees the man coming toward her, she starts to tremble and says, “Take my purse, just don’t hurt me please!”
Why did she say that?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

 A burglar who has just robbed a shop is making his getaway. As he is running home, a policeman on his beat sees him drop his glove. He doesn’t know the man is a burglar, he just wants to tell him he dropped his glove. But when the policeman shouts out to the burglar, “Hey, you! Stop!,” the burglar turns round, sees the policeman and gives himself up. He puts his hands up and admits that he did the break-in at the local shop. 
Why did the burglar do that?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

 Brian is not doing well in school. He is worried about telling his parents that he is failing several of his classes and may have to retake the year. Today, the teacher informed the class that there will be a meeting with the parents on Monday. When Brian’s mother comes to pick him up from school, his teacher says to her, “See you at the parent-teacher meeting! We have a lot to discuss.” Brian’s mother asks him when the meeting is, and he replies, “Tuesday.”
Why did Brian say that? ",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

 Kate is employed in a company. She’s been working there for few years now, but she is looking for a new job with a better salary. Today she had a job interview for a similar position in a different company. During the interview, the interviewer asked her how much she was earning in her current position. Kate replied with a figure that was 20% higher than her real salary
Why did Kate say that?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

 Mary’s mother is very strict and always scolds her when she does something careless. Mary and her close friend Simon are eating ice cream together when Mary accidentally drops the ice cream on her backpack, which makes a big stain. When Mary’s mother arrives, she asks Mary sternly what happened to her backpack. Simon says that he accidentally dropped his ice cream on Mary’s backpack. 
Why did Simon say that?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

 Jack suspects that his wife Cheryl is cheating on him. The only hint he has is a mobile phone number he saw on Cheryl’s mobile and which is not saved in her phone's address book. Today Jack came home from work earlier than usual and finds a plumber working at a broken sink. While Cheryl was talking to the plumber, Jack saw her laughing and smiling at him. Before the plumber left, Jack called the number he found on Cheryl’s phone.
Why did Jack do that? ",
,,Answer1,Score1,Answer2,Score2,Answer3,Score3,Answer4,Score4,Answer5,Score5,Answer6,Score6,Answer7,Score7,Answer8,Score8,Answer9,Score9,Answer10,Score10,Answer11,Score11,Answer12,Score12
Human,1,"Jim will look in the cupboard for the paddle because he wants to confirm whether Simon is lying or telling the truth. Despite knowing that Simon is a big liar, Jim wants to eliminate all possibilities and make sure he has thoroughly searched for the missing ping-pong paddle. By checking the cupboard, he can verify Simon's statement and rule out that particular location as the hiding spot for the paddle.",1,"The prisoner said that because he knew that the Red army expects him to lie in order to protect his own army. By saying that the tanks are in the mountains, he deliberately provides false information, hoping to deceive the captors and mislead them away from the actual location of the tanks, which is by the sea. The prisoner's intention is to safeguard his army's position and prevent the Red army from discovering the true whereabouts of the tanks.",2,"Brian says this in an attempt to convince the person serving the food to give him four sausages instead of the allowed two, by claiming that he won't be having any dinner when he gets home.",1,"Mrs. Smith said that to stress the need for finding homes for the kittens. She wanted to make it clear that if nobody bought them, she would have to resort to drowning them. She was trying to highlight the urgency of the situation and convince Jill to consider adopting one of the kittens, so they wouldn't come to any harm.",2,"Peter says that because he wants to be polite and avoid hurting Aunt Jane's feelings. He knows that Aunt Jane is proud of her new hat and may feel happy and confident wearing it. To show respect and maintain a harmonious relationship with his aunt, Peter chooses to compliment the hat by saying it's ""very nice,"" even though he personally dislikes it.",2,"Helen said this because she wanted to demonstrate her appreciation for her parents' gift and to avoid hurting their feelings. Despite feeling deeply disappointed that her long-awaited rabbit was not the present she received, she made a conscious decision to respond positively and express gratitude. Helen understood the effort her parents had put into selecting the gift and wanted to show them that she valued their gesture and recognized their intentions. By saying the gift was ""lovely"" and ""just what I wanted,"" Helen aimed to maintain a harmonious and appreciative atmosphere during the Christmas celebration.",2,"She said that because Mrs. Peabody, being a very nervous person, assumed that the man approaching her in the dark intended to harm her. Her fear of being attacked and robbed overwhelmed her, leading her to make a desperate plea for him to take her purse instead of causing her harm. Mrs. Peabody's immediate reaction was driven by her anxious nature and a desire to protect herself from potential harm in a situation that triggered her fears.",2,"The burglar did that because he mistook the policeman's shout as a sign that he had been caught or recognised for robbing the shop. Thinking that the policeman was onto him, the burglar quickly surrendered by putting his hands up and confessing to the break-in at the local shop to avoid the hassle.",2,"Brian said that because he wanted to put off his parents' realisation of his academic difficulties. By stating that the parent-teacher meeting is on Tuesday instead of Monday, he hoped to buy himself some extra time. Brian was trying to delay the meeting in the hopes that he could improve his grades or find a solution before his parents found out that he is failing his classes.",1,"Kate said that her current salary was 20% higher than her actual earnings because she wanted to negotiate for a higher salary in her potential new job. By inflating her current salary, Kate hoped to create the perception that she already earns a higher amount, thereby increasing her chances of securing a better salary offer from the new company. This tactic is commonly used during salary negotiations to leverage one's perceived value and increase the likelihood of receiving a more favorable compensation package.",2,"Simon said that he accidentally dropped his ice cream on Mary's backpack to protect Mary from getting scolded by her strict mother. Knowing that Mary's mother would be angry and reprimand Mary for being careless, Simon took the blame for the accident in order to spare Mary from facing the consequences. By accepting responsibility and shifting the focus away from Mary's mistake, Simon showed his loyalty and willingness to protect his friend from getting into trouble.",2,"Jack dialed the number he found on Cheryl's phone because he had a feeling that something fishy was going on. Suspecting that Cheryl might be cheating on him, he wanted to dig deeper and gather more information. By making the call, he hoped to find out who was on the other end of the line and get some clues or evidence regarding Cheryl's possible affair. Jack's decision to call the number shows that he wanted to confront his suspicions head-on and uncover the truth about his wife's behavior.",1
Human,2,As Simon always lies he does not trust or believe that it is where he says it is,2,They will expect him to be lying so he is saying mountain so they will go to the sea and but his army some time,2,Because he is greedy and thinks by lying he will get more,1,To guilt Jill into buying one and because she can't keep them all herself.,2,Not to hurt his aunt's feelings,2,To not sound ungrateful and to bir hurt her parents feelings.,2,"Her fear took over and she was expecting someone to rib and hurt her, so she tried to give her purse so they would not hurt her.",2,He felt he was already caught and probably did not want to get into any more trouble.,2,Trying to avoid getting into trouble.,1,So they would offer her more money,1,So his friend would not get in trouble,1,"To see if it belonged to the plumber, and to catch his wife out",2
Human,3,"Because Simon always lies, so it is likely in the cupboard",1,"He's trying to trick them, they believe that he will lie about the location of the tanks and so won't look for his army in the mountains first",2,He wants the server to feel sorry for him and believe that he doesn't get to eat at home and so is more likely to give in and give him more sausages,2,"She is trying to make Jill feel guilty, she doesn't want harm to come to the kittens but she needs them to go and so would prefer for Jill to take one or more of them",2,"Aunt Jane likes her new hat, Peter doesn't want to make her feel bad by telling her she looks silly so he lies so that she feels good about herself and her new hat",2,"Although Helen was disappointed in her gift, she didn't want to appear ungrateful or her parents unhappy",2,She was frightened and assumed that someone approaching her was going to hurt her,2,The burglar thought that he had been caught and running would only make the situation worse for him in the long run,2,"Brian hoped that his mother would miss the meeting because he was scared to face up to his situation, his parents finding out would make it real",2,Kate gave a higher figure in the hopes that the prospective employer would at least match that amount if they offered her the position,2,Simon didn't want Mary to get in trouble with her strict mother over an accident and so took the blame for her,2,Jack wanted to find out if the number belonged to the plumber who was at his house,2
Human,4,because simon is a big liar,1,because the prisoner is very brave and clever,0,because brian is always hungry,0,because mrs smith had lots of kittens she didnt want,0,because peter loves his aunt very much,1,beacuse Helen is a lovey girl,1,because Mrs peabody is very scared of being hurt,1,the burglar is not very clever,0,because he is not doing well at school,1,she is trying to leverage her salary in her new job,2,to protect mary,1,to understand if the plumber was having an affair with his wife,2
Human,5,"Because he's looked everywhere else, and Simon is a big liar so he has probably lied about it being under his bed.",1,"The prisoner actually told the truth, as he knew that the Red Army will expect him to be lying and will therefore not look in the mountains.",2,"Because everyone is only allowed a maximum of 2 sausages, however Brian is greedy and therefore wants 4. By lying about not having dinner when he gets home, he is hoping that somebody takes pity on him and gives him the extra sausages.",2,"Mrs Smith said that to put pressure on Jill to buy one of her kittens, as she was currently unsure. But by guilt-tripping Jill, she knew that she would be more likely to buy one, to stop anything bad happening to the kittens.",2,"Peter loves his Aunt Jane, and clearly felt that he should conceal how he was feeling about the hat in order to not hurt his aunt's feelings.",2,"Because despite the fact that she didn't get the rabbit as she wanted, she was able to understand that her parents had put thought into her present, and did not want to hurt her parents feelings by complaining that she wanted the rabbit.",2,"Mrs Peabody already assumes that she is going to be attacked walking home, so when the man approaches her asking for the time, she automatically thinks that that person is going to attack her. By offering the purse, she is hoping to placate her attacker.",2,"The burglar thought that when the policeman said ""Hey you! Stop!"" he understood that the burglar had commited a crime, so instead of running, he gave up. The burglar didn't know that the policeman just wanted him to give him back his dropped glove.",2,"Brian is not doing well in school, so he knows that his parent-teacher meeting is not going to go well, and his mum is going to find out. She will be angry at him if he fails his classes or has to retake the year. He knows that if he says it is Tuesday then he will miss the Monday meeting and he may be able to continue his lie.",2,"She wanted a big increase in pay, so she said that she was earning more than she was, so that if they offered her the same amount or just a small bit more, she would be happy with how much pay she is offered.",2,"Simon takes the blame for it, because if Mary's mother thought that Mary had done it, she would scold her, and Simon doesn't want Mary to get in trouble with her mother.",2,"Jack must suspect that Cheryl is cheating with the plumber. By calling the number on her mobile before he left, he would be able to hear the phone ring if it was the plumbers, and his suspicions would be confirmed.",2
Human,6,because he knows simon is probably telling a lie again as usual,2,"He's playing mind games with them, He knows if he tells them they are in the mountains they with not believe him and will go to the sea instead so in a way he,s misleading them",2,"Because he,s greedy and will always want more that everyone else to satisfy his greed and so will lie and sceem to have things his way.",1,either to persuade Jill to buy the kitten even though she didn't want male kittens or Mrs. Smith really couldn't keepthem any longer due to unspecified reasons and was just making an empasies on how much she not able or willing to keep them.,2,We never want to hurt the poaple we love so Peter was just being nice to his aunt because he loves her,2,Not to dissappoint her parents because she know what they had gotten her was from their hearts and out of love so Helen being was just being gratefull,2,Because she was scared already and when she saw the man emotions of fear overcame her and she reacted without thinking.,1,a guilty person is never at peace everyone and anyone makes them jumpy because they knw they guilty already so he thought the police man knew too n was looking for him,2,he doesn't want his mother attending the meeting due to him failing so he gives her the wrong date intentionally,2,"Kate is a smart woman, The reason she's looking for a new job is for a better salary so if she got the better salary on the same job that she already know it would be lovely, #GoKate",0,To protect poor Mary who's most probably has had enough of her Mother's scolding,1,to check if the number does not belong to the plumber,2
Human,7,because simon is liar and cant be trusted.,1,So the red army go and look by the sea and his tanks will be safe.,1,to get more sausages.,1,to make jill feel guilty.,2,to save aunt jane's feelings,2,To not seem ungrateful,2,because she was scared the man would hurt her.,2,becuase he thought he would get caught anyway,0,so his mum would miss the parents evening,1,to earn more at the new job,1,so mary's mother wasnt angry at mary,1,to see if it was the plumbers number,2
Human,8,"He will look in the cupboard as he knows his brother is a liar, and therefore will not trust him.",2,The prisoner said that as he knew the other side will not trust him and think that he is lying therefore he will tell the truth and they will think he is lying.,2,"He said this because he is greedy and wants more, and he thinks that if he lies about not having any dinner when he gets home then they will give him more sausages.",1,She said this to try and convince Jill to take one of the kittens as she knows she cant keep them and she wouldn't wan't to see them without a home.,2,"He said this because he loves his aunt and doesn't want to hurt her feelings, therefore he tells a white lie.",2,She said this because she didn't want to upset her family and did not want to appear spoiled or ungrateful.,2,"She said this because she is a very nervous person, particularly about walking home alone in the dark, therefore she will be more paranoid about people when walking home and would think they are trying to rob her.",2,"The burglar was paranoid after what he had just done and thought the policeman had just witnessed him robbing a shop, therefore to make it easier he just complied with the policeman.",2,"He knows that he isn't doing well in school and that his parents will not be happy about this and make him retake the year, he doesn't want them to find out about his performance therefore he lies about the day the parent teacher meeting is on.",2,"She said this because she wants the interviewer to think she is not desperate for a job and that she may reject a job with a lower salary, therefore they might offer her more money.",2,"Simon said this to try and protect Mary as he knows her mother is very strict and will scold her, but she will not scold Simon.",2,"He was suspicious of the plumber and his wife laughing together, thinking that they could be having an affair, and he suspects the mystery number is his so he calls the number before the plumber leaves as if it is his the phone will ring.",2
