Participant,Session,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

All of the class took part in a story competition. Emma really wanted to win. Whilst she was away from school, the results of the competition were announced: Alice was the winner. The next day, Alice saw Emma and said ""I'm sorry about your story."" ""What do you mean?"" said Emma. ""Oh nothing,"" said Alice.
In the story did someone say something that they should not have said? 
What did they say that they should not have said? 
Who won the story competition? 
Did Alice realize that Emma hadn't heard the results of the competition?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

Robert had just started at a new school. He said to his new friend, Andrew, ""My Mum is a dinner lady at this school."" Then Claire came over and said, ""I hate dinner ladies. They're horrible."" ""Do you want to come and play rounders?"" Andrew asked Claire. ""No"" she replied ""I'm not feeling very well.""
In the story did someone say something that they should not have said? 
What did they say that they should not have said? 
What job does Robert's Mum do?
Did Clare know that Robert's Mum was a dinner lady?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

Mike was in one of the cubicles in the toilets at school. Joe and Peter were at the sinks nearby. Joe said ""You know that new boy in the class, his name is Mike. Doesn't he look really weird!"" Mike then came out of the cubicles. Peter said ""Oh hello Mike, are you going to play football now?"".
In the story did someone say something that they should not have said? 
What did they say that they should not have said? 
Where were Joe and Peter when they were talking?
Did Joe Know that Mike was in the cubicles?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

Kim helped her Mum make an apple pie for her uncle when he came to visit. She carried it out of the kitchen. ""I made it just for you,"" said Kim. ""Mmm"", replied Uncle Tom, ""That looks lovely. I love pies, except for apple, of course!""
In the story did someone say something that they should not have said? 
What did they say that they should not have said? 
What kind of pie had Kim made?
Did Uncle Tom know that the pie was an apple pie?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

James bought Richard a toy aeroplane for his birthday. A few months later, they were playing with it, and James accidentally dropped it. ""Don't worry"" said Richard, ""I never liked it anyway. Someone gave it to me for my birthday.""
In the story did someone say something that they should not have said? 
What did they say that they should not have said? 
What did James give Richard for his birthday?
Did Richard remember James had given him the toy aeroplane for his birthday?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

Sally has short blonde hair. She was at her Aunt Carol's house. The doorbell rang. It was Mary, a neighbour. Mary said ""Hello,"" then looked at Sally and said ""Oh, I don't think I've met this little boy. What's your name?"" Aunt Carol said ""Who'd like a cup of tea?.""
In the story did someone say something that they should not have said? 
What did they say that they should not have said? 
Whose house was Sally at?
Did Mary know that Sally was a little girl?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

Mrs. West, the teacher, had something to tell her class, ""One of the boys in our class, Simon, is very seriously ill"" she said. The class were all very sad and were sitting quietly when a little girl, Becky, arrived late. ""Have you heard my new joke about sick people?"" she asked. The teacher said to her ""Sit down and get on with your work.""
In the story did someone say something that they should not have said? 
What did they say that they should not have said? 
What did the teacher tell the class at the beginning of the story?
Did Becky know Simon was sick? ",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

Tim was in a restaurant. He spilt his coffee on the floor by accident. Jack was another person in the restaurant, standing by the cash desk waiting to pay. Tim went up to Jack and said ""I'm terribly sorry, but I've spilt my coffee. Would you be able to mop it up?"". 
In the story did someone say something that they should not have said? 
What did they say that they should not have said? 
Where did the story take place?
Did Tim know Jack was a customer?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

Jill had just moved into a new house. She went shopping with her Mum and bought some new curtains. When Jill had just put them up, her best friend Lisa came round and said, ""Oh, those curtains are horrible, I hope you're going to get some new ones."" Jill asked, ""Do you like the rest of my bedroom?.""
In the story did someone say something that they should not have said? 
What did they say that they should not have said? 
What had Jill just bought?
Did Lisa know the curtains were new?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

Helen's mum was having a surprise party for Helen's birthday. She invited Nicky and said,""Don't tell anyone, especially Helen!"" The day before the party Nicky and Helen were playing together and Nicky ripped her new dress. ""Oh!"" said Nicky, ""I was going to wear this to your party."" ""What party?"" said Helen. ""Come on,"" said Nicky, ""Let's go and see if my mum can mend the tear.""
In the story did someone say something that they should not have said? 
What did they say that they should not have said? 
Who was the surprise party for?
Did Nicky remember the party was a surprise? ",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

Gareth was the singer in a band whose debut single had just gone viral. He went into a café where Emma was working. “Good morning, how can I help you today?” asked Emma. Gareth was about to reply when his song came on the radio. Emma quickly turned the radio off and said, “Not that song again. I hate it.” Gareth asked, “Can I get a coffee?” 
In the story did someone say something that they should not have said? 
What did they say that they should not have said? 
Who was working at the café?
Did Emma know that Gareth wrote the song on the radio?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

Jeremy had been saving up for months to buy his dream car: a convertible sports car that was painted a very vivid green. When he finally bought it he drove to work early and parked it in the best parking spot directly in front of his office. Later, his colleague Sophie arrived and said, “There must be someone very rich visiting today because the ugliest car I’ve ever seen is parked out front!” 
In the story did someone say something that they should not have said? 
What did they say that they should not have said? 
Where was Jeremy’s car parked?
Did Sophie know that the car was Jeremy’s?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

Jane was talking to her sister on Christmas Eve about how her gift for their brother Matt: a big box of sweets from a recent vacation. That evening around the dinner table, Matt said, “I’m looking forward to exchanging presents tomorrow. I just hope nobody got something unimaginative like sweets!”
In the story did someone say something that they should not have said? 
What did they say that they should not have said? 
What gift had Jane bought her brother for Christmas?
Did Matt know that Jane had bought him sweets? ",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

Laura painted a picture for Olivia, who decided to hang it in her living room at home. A couple of months later, Olivia invited Laura to her place. While the two friends chatted over a cup of tea in the living room, Olivia’s son came in and said to Laura, “You should help my mum choose which paintings to hang in the house, as you can see she has no good taste at all!” 
In the story did someone say something that they should not have said? 
What did they say that they should not have said? 
Where did Olivia hang Laura’s painting? 
Did Olivia’s son know that Laura painted the painting?",,"I am going to tell you a short story about some people. At the end of this story a person will say or do something. 
When I’ve finished telling it I will ask you some questions about what happened in the story

Jim was happy because his parents just opened a new restaurant near where he worked. One day, at work, he decided to invite his colleagues to the restaurant. His colleague Tom said, “I’d love to go out to dinner, but I strongly advise against that restaurant, I went the other night, and the food was terrible.” 
In the story did someone say something that they should not have said? 
What did they say that they should not have said? 
Where did Jim invite his colleagues? 
Did Tom know that the new restaurant belonged to Jim’s parents?",
,,Answer1,Score1,Answer2,Score2,Answer3,Score3,Answer4,Score4,Answer5,Score5,Answer6,Score6,Answer7,Score7,Answer8,Score8,Answer9,Score9,Answer10,Score10,Answer11,Score11,Answer12,Score12,Answer13,Score13,Answer14,Score14,Answer15,Score15
Human,1,"yes
Oh nothing
Alice
She must have done when Emma asked What do you mean",1,"yes
I hate dinner ladies
she is a dinner lady
probably not",1,"yes
that Mike looks weird
at the sinks in the toilets
Probably not",1,"No
nothing
Apple
No",1,"yes
Richard said that he did not like it anyway and that somone had given it to him for his birthday
a toy aeroplane
no",1,"yes
Aunt Carol should have address that Sally is a girl and not a boy
Aunt Carol
No but in this day and age she shouldn't have presumed",1,"yes
Have you heard my joke about sick people
That a classmate was ill
No but she shouldn't really be making jokes about sick people",1,"Yes
Asked another customer to clean up their spilt coffe
In a restaurant
It doesn't look like it but could have asked for a cloth to clean up his own mess",1,"yes
that the curtains were horrible
curtains
no but shouldn't have commented on her friends curtains",1,"yes
that they were going to wear the dress to the party
Helen
No",1,"No
nothing
Emma
No",1,"Not really
They shouldn't have called the car ugly
in front of his office
No",1,"No
Nothing
Sweets
No",1,"No
Nothing
in the living room
doesn't seem like it",1,"No
Nothing
To his parents restaurant
No but by telling Jim that he had had a terrible meal there Jim could feed it back to his parents",1
Human,2,"It seems like Alice should not have mentioned to Emma the outcome/opinion of the story competition
“I’m sorry about your story.” This might not have been phrased correctly
Alice
It seems like from Emma's response she was not aware of the results, and Alice did not know this",1,"What Claire said wasnt very nice “I hate dinner ladies. They’re horrible.”
Claire said “I hate dinner ladies. They’re horrible.”
She is a dinner lady
Yes Clare heard the conversation and made the comment",0,"Joe was being unkind towards Mike
Joe stated the following about mike ""Doesn’t he look really weird!""
They were near the sinks in the toilet
no he was not aware",1,"Uncle Tom may have unintentionally made Kim a little sad
he could have avoided stating that he doesnt like Apple Pie
Apple
it doesnt seem so",1,"Richard was harsh towards the gift that was given to him
“I never liked it anyway. Someone gave it to me for my birthday.”
toy aeroplane
no from the sentence it doesnt seem so",1,"Mary unintentionally misgendered Sally
Mary said “Oh, I don’t think I’ve met this little boy""
Aunt Carol
No",1,"Becky's joke would not have been in good light with the recent annoncement
“Have you heard my new joke about sick people?”
The teacher informed that another student Simon was very ill
No",1,"Tim, unintentionally thought that Jack was a employee
“I’m terribly sorry, but I’ve spilt my coffee. Would you be able to mop it up?”.
In a restaurance
No",1,"Lisa was unkind about the new curtains
“Oh, those curtains are horrible, I hope you’re going to get some new ones.”
New curtains
No",1,"Yes
Nicky accidently let it known that Helen was going to have a party when it was supposed to be a secret “I was going to wear this to your party.”
Helen
He had forgotten at that time",1,"Yes
Emma was unkind about the song Gareth had sung “Not that song again. I hate it.”
Emma
No",1,"It wasnt a mean comments, but could have been taken as such is the person didnt have a sense of humour
“There must be someone very rich visiting today because the ugliest car I’ve ever seen is parked out front!”
Right in front of his office
No",1,"Matt might have unintentionally hurt his sisters feelings
“I’m looking forward to exchanging presents tomorrow. I just hope nobody got something unimaginative like sweets!”
big box of sweets
No",1,"Olivia's son was a bit mean
“You should help my mum choose which paintings to hang in the house, as you can see she has no good taste at all!”
In the living room
No",1,"No , because he was giving his honest opinion
It could have been worded better ""but I strongly advise against that restaurant, I went the other night, and the food was terrible.”
to his parents restaurant
no",1
Human,3,"No.
Nobody said anything they should not have said.
Alice
Yes, she did.",1,"Yes
That they hate dinner ladies.
She is a dinner lad at a school.
It seems she did not.",1,"Yes
That Mike look weird.
In the boys toilets at school.
No",1,"No
Nothing
Apple pie
No",1,"Yes
That he did not like the gift his friend got him
A toy aeroplane
No",1,"No
Nothing
Her aunt Carol's house
No",1,"Yes
That they have a joke to tell about sick people
That one of her students is seriously ill
No",1,"No
Nothing
In a restaurant
No",1,"Yes
That the curtains in her friend's house are horrible
Curtains
No",1,"Yes
They ruined a suprise
Helen
No",1,"No
Nothing
Emma
Nio",1,"Yes
They insulted someone's car
In front of the office
No",1,"No
Nothing
A big box of sweets
No",1,"No
Nothing
In her living room
No",1,"No
Nothing
His parents new restaurant
No",1
Human,4,"not really, Alice didn't know Emma didn't know
""I'm sorry about your story.""
alice
yes, she didn't realise",1,"yes, Claire
I hate dinner ladies. they're horrible.
she's a dinner lady
yes, she just heard him say it",0,"yes, Joe
You know that new boy in the class, his name is Mike. Doesn’t he look really weird!”
at the sinks
no they didn't know",1,"no, Uncle Tom didn't know
I love pies, except for apple
apple
no",1,"no, Richard just stated and opinion
they didn't say anything Wrong
a toy aeroplane
no",1,"sally didn't but it might be seen as rude
I don't think I've met this little boy
her aunt's
no",1,"yes
have you heard my new joke about sick people
Simon, is very seriously ill
no she was late",1,"no
Tim made a mistake
a restaurant
no",1,"lisa
“Oh, those curtains are horrible, I hope you’re going to get some new ones.”
curtains
no",1,"yes
I was going to wear this to your party
Helen
probably not",1,"no
Emma only stated an opinion
Emma
no",1,"no
“There must be someone very rich visiting today because the ugliest car I’ve ever seen is parked out front!”
directly in front of his office
no",1,"matt
I just hope nobody got something unimaginative like sweets!”
sweets
probably not",1,"yes
You should help my mum choose which paintings to hang in the house, as you can see she has no good taste at all!”
living room
no",1,"no
I’d love to go out to dinner, but I strongly advise against that restaurant, I went the other night, and the food was terrible
his parents restaurant
no",1
Human,5,"Alice told Emma that she was sorry before Emma found out the results of the story competition.
Alice said she was sorry that Emma did not win but Emma did not even know the results yet, so this was not a good way for Emma to find out, particularly since Alice was the winner of the contest.
Alice won.
Alice realized that Emma did not know who won and then said ""oh nothing"" rather than explaining why she said she was sorry.",1,"Claire said something that she should not have said.
Claire said she hates dinner ladies in front of Robert.
Robert's mother is a dinner lady.
It is not clear whether Clair knows Robert's mother is a dinner lady.",0,"Yes, Joe did.
Joe said that Mike looks weird while Mike could hear what he was saying.
Joe and Peter were at the sinks in a washroom at school.
It is not specified whether Joe knew Mike was in the washroom.",0,"Yes, Uncle Tom did.
He said he hates apple pies right after Kim made him an apple pie.
Kim made an apple pie.
Likely he did not know, but the story does not specify for sure.",1,"Yes, Richard did.
Richard said he never liked the toy airplane someone gave him for his birthday.
James gave Richard the toy airplane for his birthday.
It seems like Richard did not remember James had given him the airplane and that he was tyring to make James feel better for dropping it.",1,"Mary did.
They called Sally a boy when she is a girl.
Sally was at her Aunt Carol's house.
Mary did not seem to know that Sally was a girl.",1,"Becky did.
Becky came in late and wanted to tell the class a joke about sick people after the teacher told the class that Simon is very sick.
The teacher told the class that Simon is very ill.
Becky most likely did not know Simon was sick as she came into the room after the teacher made the announcement.",1,"Tim did
Tim asked Jack to clean up his spill, when Jack was a customer and not an employee at the restaurant.
At a restaurant.
Time likely did not know Jack was a customer.",1,"Lisa did.
Lisa said Jill's new curtains are horrible.
Jill just bought the curtains.
Lisa likely did not know the curtains were new, although it is not specified for sure.",1,"Nicky did
She told Helen she was going to wear her dress to Helen's surprise party.
For Helen.
It seems like Nicky made a mistake by mentioning the party and then realized her mistake and tried to cover it up.",1,"Emma did
Emma said to Gareth that she hates his song.
Emma
Likely Emma did not know that Gareth wrote the song, although this is not specified.",1,"Sophie did
They said Jeremy's car was ugly
Right in front of his office.
It seems like Sophie did not know the car was Jeremy's, although this is not specified.",1,"Matt did
He said he hoped no one bought him sweets for Christmas
Jane did buy Matt sweets for Christmas
It seems like a mistake and that Matt did not know that Jane bought him sweets, but this is not specified for sure.",1,"Olivia's son did
They implied that the painting Laura painted is no good.
In the living room
It is not clear whether Olivia's son knew Laura was the painter or whether he was trying to be a jerk",0,"Tom di
He said the food at the restaurant Jim's parents own is terrible
To the restaurant his parents own
It is not clear. Since it says Jim was inviting his colleagues to his parent's restaurant, Tom might have known and might be trying to be a jerk.",0
Human,6,"No.
I do not believe they said anything they should not have said. It depends if there was any negative intent in the reason for bringing up the competition with Emma. If it was innocent then there is no reason Alice should not have said what she said.
Alice.
It is not clear. If she had realized then it could be seen as Alice wanting to hurt and see the reaction of Emma. If she did not realize then there is no issue and it was thoughtless perhaps, but a mistake.",0,"Yes, Claire.
Claire presumably heard Robert say to Andrew that his Mum is a dinner lady. Otherwise it would be a massive coincidence and there was no other context for the comment so we can only assume that Claire heard and had said it to be mean to Robert and to get some attention.
Dinner Lady
Presumably yes, as the comment was completely unrealistic if she had not heard Robert say that his mum was a dinner lady.",0,"Depends on your point of view. It is fairly typical for people to make comments about others, especially in a school environment when the person in question is new. It is a way to feel out whether others accept the new person into the group. In an ideal world people would not be mean, which this could be construed as being.
Its not nice to say that someone looks weird.
at the sinks nearby the toilet cubicle where Mike was. At school.
It is not clear, it does not seem like it as they tried to engage with with Mike when they realized he was there and expressed surprise by saying Oh. However without actually witnessing it, it is hard to tell. It could have been that they knew and were just being mean. A lot would have come out of the tone and body language invovled.",0,"Depends on the intent. Mike could have been making a perfectly inocuous joke, which is how i would take it from the way this is written.
It depends on the relationship they all have, but there is potential Mike could have upset Kim by saying that he does not like Apple pie. But assume that it was a joke and Kim would have realized.
apple
I would assume so yes.",0,"Richard said he did not like the plane that James had bought him. He was being honest, but thoughtless. From reading the information i do not believe he said it on purpose (but i usually give people beneifit of the doubt).
that he did not like the plane that James had bought him.
Toy plane
I do not believe so, but it is not clear either way.",1,"It is unclear. Mary thought Sally was a boy but I would assume it was unintentional.
I would not say they should not have said what they said, but Mary called Sally a boy.
Aunt Carol's house.
It is unclear, but I would assume not although it is strange that Aunt Carol did not correct her.",0,"It depends on the age of the class and the level of emotional intelligence. Becky should have realized that something serious and sad was going on if the class were all sitting quietly and looking sad. It seems a coincidence that Becky would bring up sick people, but I would give her the benefit of the doubt otherwise the teacher would presumably have sent her out and spoken to her privately. Actually teacher should have probably have let Becky know there and then what had happened.
She said she had a joke about sick people.
That one of the class were serioulsy ill.
it is unclear, it seems like an unlikely coincidence, but based on the teachers reaction i would assume Becky did not know.",0,"No, but Tim did make a mistake.
Tim asked Jack to clean up his coffee.
in a restaraunt.
No, he seems to be polite and I would assume it was a mistake.",1,"No. Its fine to express your emotions and thoughts especially if you are with close friends. Lisa should evedently been a bit more careful with her assumptions.
Nothing.
Curtains.
No.",1,"Yes Nicky should not have told Helen about the surprise party. She was not trying very hard to keep it a secret, even under stress this should not have happened. But it was presumably not deliberate.
Nicky told Helen that she was having a surprise party.
Helen
Yes as she tried to change the subject.",1,"No
No-one said anything they should not have. Emma was expressing her thoughts on a song. We can only presume she did not know it was Gareths's song.
Emma
no",1,"Depends on the situation, we don;t know all the details body languages or tone of voice.
that Jeremy's car is ugly
Right out the front of his office.
If it was Jeremy's dream car he probably told people he was getting it so Sophie was either making a joke or being mean or did not know. I would assume making a joke.",0,"Matt should have been more careful about commenting on potential chrismtas presents just before christmas.
That he hoped no-one had got him an unimaginative gift like sweets, which is what Jane had bought him.
Sweets from her vacation.
No.",1,"Depends on the intent and whether the son knew Laura had painted the picture.
That his mum had no taste based on the painting that Laura had painted.
in the living room in her home
I would presume so, but depends on the context. It seems like a strange thing for something to bring up on entering a room",0,"no
nothing
no where, but he was intending to invite them to his parents restaraunt.
No, but he probably should have as if they are friiends he would presumably have been told",1
Human,7,"Yes.
They mentioned something that gave away that the results of the competition have already been released.
Alice won the competition.
She only realized after she had spoken to Emma the day after the results were released.",1,"Yes.
Claire said that she hates dinner ladies.
Robert's Mum is a dinner lady at his new school.
I do not think so as she only went over to them after Robert had said his Mum is a dinner lady.",1,"Yes.
Joe mentoned to Peter how the new boy n the class, Mike, looks really weird.
They were at the sinks nearby the toilet cubicles.
No he did not.",1,"Kind of.
Kim made it seem as though she's the one who made the apple pie by herself or the majority of the process, and her Uncle Tom said he doesn't like apple pies. Which is what Kim and her Mum made.
An apple pie.
No he did not know it was an apple pie.",1,"Yes.
Richard confessed to James that he did not like the toy aeroplane even though James is the one who bought it for him.
A toy aeroplane.
No he did not because he said someone gave it to him for his birthday instead of giving a name.",1,"Not really.
Mary mistakenly referred to Sally as a boy.
At her Aunt Carol's place.
No she did not.",1,"Yes.
Becky asked if they had heard her new joke about sick people.
She told the class that Simon is very seriously ill.
No she did not.",1,"Yes.
Tim assumed Jack was an employee at the restaurant and asked if he could mop the coffee he accidentally spilt up.
The story took place in a restaurant.
Unless the restaurant staff does not wear uniform, Tim should not have assumed Jack was an employee there.",0,"Yes.
Lisa said the new curtains that Jill had just put up were horrible and said she hoped Jill was going to get new ones.
She had just bought the curtains.
She probably did not know.",1,"Yes.
Nicky let it slip that there was a party that was going to happen.
It was for Helen.
No she did not.",1,"Yes.
Emma said she hated Gareth's song.
Emma was working at the cafe.
No she did not.",1,"Yes.
Sophie mentioned how she had just seen the ugliest car parked out front.
In the best parking spot directly in front of his office.
No she did not.",1,"Yes.
Matt mentioned how he hoped nobody got an unimaginative gift like sweets for the gift exchange the next day.
She bought him a big box of sweets from a recent vacation.
No he did not.",1,"Yes.
Olivia's son told Laura how bad his Mum's taste in paintings is.
She hung it in her living room.
No he did not.",1,"Yes.
Tom mentioned how terrible the food at Jim's parents' restaurant is.
To his parents' new restaurant.
No he did not.",1
Human,8,"No not really. Just tried to avoid telling Emma the bad news.
nothing
Alice
Obviously not judging by what was said.",1,"Claire
I hate dinner ladies
dinner lady
Initially it seems so but re reading it Claire may just have turned up at that point in the story and has a gridge against dinner ladies.",0,"Dont know. Maybe he does look wierd. Anyway they did not know he was there.
doesnt he look wierd -- maybe
sinks
Probably not but maybe they are wind up merchants?",1,"Kim
I made it just for you -- no mention of mum
apple
No he just saw a pie",1,"Richard
I never liked it anyway. Someone gave it to me for my birthday.”
aeroplane
no",1,"mary
Oh, I don’t think I’ve met this little boy.
carol
no",1,"becky
Have you heard my new joke about sick people
Simon, is very seriously ill
no",1,"tim
Would you be able to mop it up
restaurant
no",1,"lisa
hose curtains are horrible, I hope you’re going to get some new ones.
curtains
no",1,"nicky
I was going to wear this to your party
helen
no",1,"no
nothing
emma
no",1,"no
nothing
parking spot
no or at least dont think so. maybe she was having a laugh.",1,"no
nothing
sweets
guess not",1,"no
nothing
living room
doubt it",1,"no
nothing
restaurant
doubt it",1
