stereotype,target_id,rating
Ability,1,4.96
Ability,2,4.958333333333333
Ability,3,4.904761904761905
Ability,4,5.882352941176471
Ability,5,4.5
Ability,6,4.0
Ability,7,5.375
Ability,8,4.733333333333333
Ability,9,4.714285714285714
Ability,10,5.222222222222222
Ability,11,5.357142857142857
Ability,12,4.411764705882353
Ability,13,3.8181818181818183
Ability,14,4.631578947368421
Ability,15,4.6
Ability,16,4.9411764705882355
Ability,17,5.045454545454546
Ability,18,5.0
Ability,19,3.55
Ability,20,4.5625
Ability,21,4.0
Ability,22,4.571428571428571
Ability,23,3.533333333333333
Ability,24,3.6296296296296298
Ability,25,4.619047619047619
Ability,26,3.75
Ability,27,5.137931034482759
Ability,28,5.238095238095238
Ability,29,3.4814814814814814
Ability,30,5.6521739130434785
Ability,31,5.571428571428571
Ability,32,4.913043478260869
Ability,33,4.133333333333334
Ability,34,4.166666666666667
Ability,35,4.545454545454546
Ability,36,5.2105263157894735
Ability,37,4.0625
Ability,38,4.125
Ability,39,3.6296296296296298
Ability,40,4.2631578947368425
Ability,41,5.909090909090909
Ability,42,3.8
Ability,43,4.666666666666667
Ability,44,4.833333333333333
Ability,45,4.9523809523809526
Ability,46,5.238095238095238
Ability,47,4.363636363636363
Ability,48,4.125
Ability,49,4.764705882352941
Ability,50,5.666666666666667
Ability,51,3.7333333333333334
Ability,52,4.45
Ability,53,4.235294117647059
Ability,54,4.714285714285714
Ability,55,6.0
Ability,56,3.142857142857143
Ability,57,4.0
Ability,58,4.045454545454546
Ability,59,3.5789473684210527
Ability,60,4.777777777777778
Ability,61,3.8666666666666667
Ability,62,4.818181818181818
Ability,63,4.928571428571429
Ability,64,4.461538461538462
Ability,65,4.823529411764706
Ability,66,3.769230769230769
Ability,67,4.5
Ability,68,3.6
Ability,69,4.045454545454546
Ability,70,4.173913043478261
Ability,71,4.578947368421052
Ability,72,4.05
Ability,73,6.333333333333333
Ability,74,4.333333333333333
Ability,75,4.0588235294117645
Ability,76,3.772727272727273
Ability,77,4.714285714285714
Ability,78,4.28
Ability,79,3.8947368421052633
Ability,80,4.809523809523809
Ability,81,4.090909090909091
Ability,82,3.7916666666666665
Ability,83,3.857142857142857
Ability,84,2.588235294117647
Ability,85,5.8
Ability,86,5.380952380952381
Ability,87,4.681818181818182
Ability,88,3.5416666666666665
Ability,89,4.666666666666667
Ability,90,4.8125
Ability,91,5.0625
Ability,92,4.0
Ability,93,3.52
Ability,94,4.25
Ability,95,4.5
Ability,96,5.235294117647059
Ability,97,4.5
Ability,98,3.0869565217391304
Ability,99,4.55
Ability,100,3.6315789473684212
Ability,101,4.466666666666667
Ability,102,4.421052631578948
Ability,103,4.142857142857143
Ability,104,4.625
Ability,105,4.521739130434782
Ability,106,4.0
Ability,107,3.789473684210526
Ability,108,4.454545454545454
Ability,109,4.4
Ability,110,4.6
Ability,111,4.466666666666667
Ability,112,4.4
Ability,113,4.523809523809524
Ability,114,4.130434782608695
Ability,115,4.15
Ability,116,4.352941176470588
Ability,117,2.533333333333333
Ability,118,4.416666666666667
Ability,119,4.142857142857143
Ability,120,3.625
Ability,121,3.5217391304347827
Ability,122,4.714285714285714
Ability,123,5.681818181818182
Ability,124,4.458333333333333
Ability,125,5.2105263157894735
Ability,126,5.238095238095238
Ability,127,4.588235294117647
Ability,128,4.777777777777778
Ability,129,4.375
Ability,130,4.521739130434782
Ability,131,4.571428571428571
Ability,132,2.526315789473684
Ability,133,5.277777777777778
Ability,134,4.45
Ability,135,3.7142857142857144
Ability,136,5.636363636363637
Ability,137,4.826086956521739
Ability,138,5.333333333333333
Ability,139,4.8
Ability,140,4.608695652173913
Ability,141,4.590909090909091
Ability,142,5.5
Ability,143,3.75
Ability,144,4.947368421052632
Ability,145,4.423076923076923
Ability,146,4.454545454545454
Ability,147,4.466666666666667
Ability,148,3.08
Ability,149,4.555555555555555
Ability,150,4.56
Ability,151,4.3125
Ability,152,3.95
Ability,153,5.416666666666667
Ability,154,3.8
Ability,155,5.388888888888889
Ability,156,4.555555555555555
Ability,157,3.75
Ability,158,4.8
Ability,159,3.590909090909091
Ability,160,3.5
Ability,161,4.28125
Ability,162,3.8076923076923075
Ability,163,5.2105263157894735
Ability,164,4.363636363636363
Ability,165,3.142857142857143
Ability,166,4.428571428571429
Ability,167,5.416666666666667
Ability,168,5.166666666666667
Ability,169,3.789473684210526
Ability,170,4.714285714285714
Ability,171,4.916666666666667
Ability,172,4.555555555555555
Ability,173,4.409090909090909
Ability,174,3.533333333333333
Ability,175,4.384615384615385
Ability,176,4.714285714285714
Ability,177,3.4545454545454546
Ability,178,4.318181818181818
Ability,179,5.178571428571429
Ability,180,4.380952380952381
Ability,181,4.409090909090909
Ability,182,4.318181818181818
Ability,183,4.0
Ability,184,4.714285714285714
Ability,185,5.04
Ability,186,5.9375
Ability,187,5.2
Ability,188,4.269230769230769
Ability,189,4.470588235294118
Ability,190,3.8181818181818183
Ability,191,4.166666666666667
Ability,192,4.45
Ability,193,4.285714285714286
Ability,194,3.933333333333333
Ability,195,5.296296296296297
Ability,196,5.0588235294117645
Ability,197,3.9
Ability,198,5.052631578947368
Ability,199,4.882352941176471
Ability,200,4.05
Ability,201,4.142857142857143
Ability,202,3.823529411764706
Ability,203,4.894736842105263
Ability,204,4.1
Ability,205,4.6
Ability,206,4.375
Ability,207,5.222222222222222
Ability,208,4.521739130434782
Ability,209,4.526315789473684
Ability,210,4.857142857142857
Ability,211,4.2
Ability,212,5.045454545454546
Ability,213,4.636363636363637
Ability,214,4.0
Ability,215,4.375
Ability,216,4.5
Ability,217,4.111111111111111
Ability,218,4.833333333333333
Ability,219,4.238095238095238
Ability,220,4.0
Ability,221,5.0
Ability,222,4.823529411764706
Ability,223,4.95
Ability,224,5.055555555555555
Ability,225,3.8095238095238093
Ability,226,4.533333333333333
Ability,227,4.2105263157894735
Ability,228,4.25
Ability,229,4.666666666666667
Ability,230,4.388888888888889
Ability,231,5.333333333333333
Ability,232,4.476190476190476
Ability,233,5.0476190476190474
Ability,234,4.333333333333333
Ability,235,4.181818181818182
Ability,236,4.529411764705882
Ability,237,3.75
Ability,238,4.7272727272727275
Ability,239,4.5625
Ability,240,3.8095238095238093
Ability,241,3.9166666666666665
Ability,242,4.833333333333333
Ability,243,4.368421052631579
Ability,244,5.611111111111111
Ability,245,4.636363636363637
Ability,246,5.0
Ability,247,4.4375
Ability,248,4.368421052631579
Ability,249,4.9375
Ability,250,5.75
Ability,251,4.814814814814815
Ability,252,3.8666666666666667
Ability,253,3.1
Ability,254,5.0
Ability,255,4.933333333333334
Ability,256,5.0
Ability,257,4.142857142857143
Ability,258,4.588235294117647
Ability,259,4.230769230769231
Ability,260,3.8666666666666667
Ability,261,5.0588235294117645
Ability,262,4.5
Ability,263,3.44
Ability,264,5.6
Ability,265,4.823529411764706
Ability,266,5.038461538461538
Ability,267,4.238095238095238
Ability,268,3.375
Ability,269,4.681818181818182
Ability,270,4.851851851851852
Ability,271,6.157894736842105
Ability,272,4.526315789473684
Ability,273,3.9375
Ability,274,5.4
Ability,275,4.473684210526316
Ability,276,5.6571428571428575
Ability,277,5.2
Ability,278,3.95
Ability,279,4.863636363636363
Ability,280,2.2666666666666666
Ability,281,5.346153846153846
Ability,282,3.05
Ability,283,4.909090909090909
Ability,284,3.736842105263158
Ability,285,4.571428571428571
Ability,286,4.782608695652174
Ability,287,4.625
Ability,288,3.736842105263158
Ability,289,4.875
Ability,290,4.85
Ability,291,4.615384615384615
Ability,292,3.869565217391304
Ability,293,4.608695652173913
Ability,294,4.714285714285714
Ability,295,4.565217391304348
Ability,296,3.9565217391304346
Ability,297,3.56
Ability,298,3.3157894736842106
Ability,299,5.380952380952381
Ability,300,4.181818181818182
Ability,301,5.12
Ability,302,4.925925925925926
Ability,303,4.608695652173913
Ability,304,3.6842105263157894
Ability,305,4.111111111111111
Ability,306,4.090909090909091
Ability,307,4.352941176470588
Ability,308,5.153846153846154
Ability,309,4.5625
Ability,310,4.5
Ability,311,5.9411764705882355
Ability,312,4.8
Ability,313,2.8823529411764706
Ability,314,4.739130434782608
Ability,315,4.761904761904762
Ability,316,3.4705882352941178
Ability,317,5.130434782608695
Ability,318,5.181818181818182
Ability,319,5.277777777777778
Ability,320,4.888888888888889
Ability,321,4.083333333333333
Ability,322,4.117647058823529
Ability,323,5.8125
Ability,324,5.571428571428571
Ability,325,5.2631578947368425
Ability,326,3.764705882352941
Ability,327,5.884615384615385
Ability,328,4.75
Ability,329,6.0
Ability,330,2.2941176470588234
Ability,331,4.473684210526316
Ability,332,4.7272727272727275
Ability,333,4.235294117647059
Ability,334,4.75
Ability,335,4.136363636363637
Ability,336,4.55
Ability,337,4.85
Ability,338,4.066666666666666
Ability,339,3.59375
Ability,340,4.12
Ability,341,5.363636363636363
Ability,342,4.1
Ability,343,5.333333333333333
Ability,344,4.764705882352941
Ability,345,5.333333333333333
Ability,346,4.722222222222222
Ability,347,4.7894736842105265
Ability,348,3.7777777777777777
Ability,349,3.8260869565217392
Ability,350,3.7222222222222223
Ability,351,4.388888888888889
Ability,352,4.16
Ability,353,3.238095238095238
Ability,354,4.733333333333333
Ability,355,3.823529411764706
Ability,356,4.35
Ability,357,4.826086956521739
Ability,358,4.625
Ability,359,3.923076923076923
Ability,360,5.294117647058823
Ability,361,4.0
Ability,362,3.2962962962962963
Ability,363,4.1875
Ability,364,4.8
Ability,365,4.105263157894737
Ability,366,4.304347826086956
Ability,367,3.611111111111111
Ability,368,3.5
Ability,369,5.117647058823529
Ability,370,4.363636363636363
Ability,371,4.428571428571429
Ability,372,4.222222222222222
Ability,373,4.095238095238095
Ability,374,4.045454545454546
Ability,375,4.956521739130435
Ability,376,4.44
Ability,377,4.6
Ability,378,4.260869565217392
Ability,379,5.636363636363637
Ability,380,5.428571428571429
Ability,381,3.526315789473684
Ability,382,5.45
Ability,383,5.375
Ability,384,5.608695652173913
Ability,385,4.764705882352941
Ability,386,5.363636363636363
Ability,387,4.315789473684211
Ability,388,3.8
Ability,389,4.8
Ability,390,4.45
Ability,391,3.6363636363636362
Ability,392,4.0344827586206895
Ability,393,5.714285714285714
Ability,394,4.611111111111111
Ability,395,5.095238095238095
Ability,396,4.25
Ability,397,3.5
Ability,398,5.117647058823529
Ability,399,3.6
Ability,400,4.125
Ability,401,4.0
Ability,402,4.36
Ability,403,4.05
Ability,404,4.8
Ability,405,5.1
Ability,406,4.208333333333333
Ability,407,5.045454545454546
Ability,408,5.458333333333333
Ability,409,5.894736842105263
Ability,410,4.266666666666667
Ability,411,5.260869565217392
Ability,412,4.428571428571429
Ability,413,3.611111111111111
Ability,414,3.2941176470588234
Ability,415,4.0
Ability,416,4.6521739130434785
Ability,417,4.0
Ability,418,4.6875
Ability,419,4.7407407407407405
Ability,420,4.7
Ability,421,5.6
Ability,422,3.3846153846153846
Ability,423,4.333333333333333
Ability,424,4.2105263157894735
Ability,425,3.3333333333333335
Ability,426,5.083333333333333
Ability,427,4.6923076923076925
Ability,428,4.043478260869565
Ability,429,3.7222222222222223
Ability,430,4.5
Ability,431,3.875
Ability,432,4.823529411764706
Ability,433,3.8421052631578947
Ability,434,3.625
Ability,435,3.8666666666666667
Ability,436,4.5
Ability,437,4.315789473684211
Ability,438,4.421052631578948
Ability,439,4.0625
Ability,440,3.9
Ability,441,4.071428571428571
Ability,442,3.8421052631578947
Ability,443,4.642857142857143
Ability,444,3.761904761904762
Ability,445,4.611111111111111
Ability,446,4.3
Ability,447,4.473684210526316
Ability,448,3.588235294117647
Ability,449,3.15
Ability,450,5.3478260869565215
Ability,451,4.476190476190476
Ability,452,4.086956521739131
Ability,453,4.222222222222222
Ability,454,4.4411764705882355
Ability,455,5.0
Ability,456,4.684210526315789
Ability,457,5.0
Ability,458,4.421052631578948
Ability,459,3.4
Ability,460,5.2272727272727275
